protein,IHD,CM,ARR,VD,CHD,CCD,VOO,OTH
q8r121,0.01413217196793191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p54071,0.023479750722487352,0.0270923609995174,0.01705240891447033,0.0,0.0,0.016240577241873,0.0,0.022007307254879073
p0c090,0.007967419066915787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q921e6,0.026167799870169824,0.025583516035059976,0.021970129044321995,0.02295877081776781,0.02492393322852777,0.013304798560616279,0.023920440517849063,0.026798787118878526
q62407,0.0,0.030665165010470452,0.0,0.0,0.0,0.0,0.0,0.027582685327333125
q9jkx3,0.022493539351591835,0.014929027269800594,0.0,0.0,0.0,0.0,0.0,0.008514893625413791
p49919,0.023169388874526676,0.017657441571742427,0.0,0.005607495594906669,0.01465734545962188,0.0,0.0060822730765201245,0.010743480845531658
q62371,0.012996276899043192,0.014937633108386876,0.008532785222331411,0.005612194383441648,0.01132870005085131,0.005787198623361466,0.0,0.008517056022932047
q9wvt0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016140009157576553
q6t3u4,0.028287851383890703,0.0,0.0,0.005601975649242034,0.0,0.0,0.006076285766083294,0.0
o08759,0.0050208687144562714,0.017664704615004023,0.00852914803591796,0.014518652002237483,0.008974297810540247,0.005784731771137207,0.0,0.0220366688576346
q3uhz5,0.007937624804792058,0.029483696670744467,0.0,0.005593894876189288,0.008946557241789993,0.0,0.0,0.027372989788566348
q8bue4,0.020210746235591832,0.015945413616583,0.015132886467496783,0.013039147885681158,0.011314686420111877,0.0,0.00964163651954146,0.013887323327479096
q8bxq6,0.0,0.0,0.008534623447075057,0.0,0.0,0.009180622495976272,0.0,0.008519524135194429
q9ji46,0.005026189934191766,0.0,0.0,0.0,0.0,0.0,0.0,0.005375085559784719
o55137,0.0,0.014922788234398042,0.0,0.0,0.0,0.0,0.0,0.01705505365048077
q9r189,0.005025917246068732,0.005312519253917455,0.0,0.0,0.0,0.0,0.0,0.010753232063511593
q3u9g9,0.018631034475855915,0.014923793471097829,0.008532477215265745,0.0,0.0056616717820240445,0.009180086017048148,0.0,0.005371490798819147
q60756,0.011674821566242164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q07257,0.014105846861540943,0.012326037008185624,0.00537331383384748,0.005604319524860902,0.023845353970578673,0.005779078204212741,0.0,0.015099446354062462
q9qye5,0.0,0.005312898803704174,0.0,0.0,0.0,0.0,0.0,0.0
q63313,0.02772342785708711,0.027594157615576473,0.026075957984869932,0.019331513446353307,0.015785586738320947,0.024226608562671698,0.012082019460399078,0.025621998911347067
p97953,0.015106114827091103,0.010624012503107006,0.0,0.0,0.011338228152862779,0.0,0.0,0.005372675987439637
p33671,0.007967419066915787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q9jk42,0.010054163488823492,0.010630604435685333,0.0,0.0,0.0,0.0,0.0,0.0
q9esd7,0.024260052019240235,0.033696908962739476,0.0,0.0,0.0,0.0,0.0,0.016049369231034137
q9jmd1,0.005026284920560202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q8ciq7,0.020394629386656888,0.03740903587446546,0.02671057612817999,0.01764957617051497,0.020793684743814447,0.0,0.013996732449346246,0.02031830144821635
q9epl2,0.012987986086907788,0.023071257332868418,0.008524983142910938,0.0,0.0,0.0057819070119936615,0.0,0.023693177212689875
p97481,0.01917240172420906,0.02451081716816119,0.0,0.0,0.005657367721809287,0.0,0.0,0.01389568950388381
q9cwr8,0.0,0.0,0.0,0.0,0.008980865122469138,0.0,0.0,0.010753046831743659
q62897,0.0,0.014721814072842742,0.03326989638250709,0.0,0.021960544856568117,0.03043737670589024,0.0,0.024934021284934795
q8cg64,0.0,0.03120800233807022,0.005358688780369275,0.005589065721473553,0.0,0.0,0.0,0.024821518704843566
o54714,0.01167284201069859,0.012339050640165924,0.01250816358841565,0.0,0.0,0.0,0.0,0.0
q9wv08,0.04273504853556363,0.04686750700319615,0.023038160625113865,0.028859150430152077,0.027416563369253202,0.008673955278080079,0.022863907711453618,0.03897479515867504
q61762,0.004994472578511841,0.005279281459968562,0.03192652006374618,0.0,0.013095452210184173,0.01153150951793552,0.0,0.008468668039964579
p56403,0.021845679949344287,0.018415228747821078,0.0053750205580072735,0.0,0.008966076820009487,0.005780913811195222,0.0,0.018622212545898763
q3ula2,0.022859968401657476,0.011975471104899089,0.0270923644248326,0.005449211857047377,0.05112710171559916,0.01881221827657858,0.0,0.023444229723716188
q62426,0.0,0.010631077836380934,0.0,0.0,0.0,0.0,0.0,0.0
q9er35,0.0,0.0,0.0,0.01304666805133249,0.0,0.0,0.014161908153246477,0.0
q6zqm0,0.0,0.0,0.005384210971000283,0.0,0.0,0.0,0.0,0.00537502586453777
p35280,0.015089546270940096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q4u4s6,0.005016746153230214,0.01685336917423487,0.013921038371297543,0.0,0.005654815824584846,0.009164696424985852,0.0,0.024531988157988446
o54912,0.06406418704685708,0.05149877336282135,0.06324493683566063,0.0565226824640129,0.0653117050071511,0.038814086975095516,0.01907854895966858,0.04668426029867699
o54724,0.01003107180307655,0.013714739879872373,0.02111559942524077,0.008882209489938942,0.016993067837400302,0.01839682916495195,0.0,0.024393159982444172
q9epk8,0.025100032008881782,0.02908425386332491,0.008501897511048752,0.01299572999229596,0.0,0.0,0.01410661586630075,0.01781950876443171
q02765,0.030274562933845336,0.021222401655260674,0.012418339369190968,0.021503082816280664,0.008917553805953583,0.013362646946450582,0.015707208847870406,0.020988601699400537
q6pcn7,0.0,0.0,0.00538328828385118,0.0,0.011341243345321122,0.005789805872165484,0.0,0.0
q9wvs8,0.03146592598264101,0.03433364872277797,0.0,0.012859542471137285,0.011160151153825171,0.0,0.0,0.035537768083246865
q9z0g2,0.005026284920560202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q6xux1,0.0,0.0,0.0,0.0,0.0056655139810392295,0.0,0.0,0.0
q8k4z2,0.05469855970779999,0.05619306214802117,0.045351148557361505,0.039392810856973035,0.030747812049500216,0.03975529926921594,0.02825360260822002,0.04659120583225899
q7ts63,0.0050261624134943,0.0,0.0,0.0,0.005665429719711966,0.0,0.0,0.0
q9et54,0.019723418891611555,0.005309324829485413,0.005380741259957677,0.0,0.005661746906179112,0.005787066510437564,0.0,0.0
q99mp8,0.02518249885085073,0.024121372511673393,0.0,0.0,0.022138719236561327,0.0,0.0,0.005361138213997916
p70122,0.0,0.0,0.010768296923437618,0.0,0.014659965866810783,0.011585256515849894,0.0,0.012485759481587066
q8r0x7,0.02012321208548832,0.027544385219872576,0.010742268943717315,0.015760011128176453,0.005649009241533255,0.0,0.014125691221019315,0.018587104788924766
p56223,0.0,0.0,0.0,0.0,0.0056655139810392295,0.0,0.0,0.0
p48437,0.010047800162059584,0.016851411671327424,0.0,0.0,0.021077314335862463,0.0,0.0,0.015085564771694844
p09605,0.0,0.008423166050638147,0.0,0.0,0.0,0.0,0.0,0.0
p70377,0.0,0.0,0.015141164438123493,0.0,0.008979000896823451,0.0,0.0,0.005373585691234064
q8vgc3,0.0050055011281269065,0.01762793423242424,0.023563229581059386,0.012997480201134878,0.0,0.02017774395330772,0.0,0.01785497451456425
p10687,0.01300245447405609,0.010627101340788354,0.0,0.0,0.005664567441612979,0.0,0.0,0.0
q8hwb0,0.01742201051179592,0.0,0.016188428462526442,0.014527614559242324,0.011320839795334442,0.009174047701112367,0.006083146069920774,0.005367957633832547
p97412,0.041638363586330406,0.03706973775979424,0.028211637272201294,0.021332195497124125,0.026374869683509102,0.023118917828623953,0.018751812236233765,0.037307235393400605
q8c4u3,0.02104883900764059,0.022248938283094984,0.0,0.0,0.0,0.0,0.0,0.010744570786790588
q9wuu8,0.011677766921260897,0.005311176297981109,0.0,0.0,0.0,0.0,0.0,0.019295934457014875
q9cr75,0.02720540877891495,0.025708358639942634,0.01505652898136567,0.008858421742760959,0.0,0.0,0.0,0.028318578103098825
p62482,0.0,0.0,0.01514018099150027,0.0,0.0,0.01158692485376978,0.0,0.0
q9epk5,0.023413441209509188,0.04427618022986456,0.008104883149033447,0.012397656747745588,0.051181654284454224,0.008720037872838763,0.0,0.03617367160477138
q8chp8,0.02460488216588781,0.020284109158307657,0.013913151549057269,0.0,0.005651612146380643,0.013441484953490958,0.0,0.01507454670016842
q3uh93,0.005024365150363949,0.0,0.0,0.0,0.01965522175598566,0.0,0.0,0.0
q62994,0.005026284920560202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o08532,0.0,0.005305584917211691,0.01795381228964716,0.0,0.0,0.015002054287507793,0.0,0.016149873064319576
q8vcx5,0.00796679198517476,0.010630761932505239,0.0,0.0,0.0,0.0,0.0,0.0
a6h584,0.011674821566242164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q149b8,0.0,0.019071536923316906,0.0,0.0,0.0,0.0,0.0,0.0
p97523,0.08555829538216712,0.0724235377715299,0.0711084439022399,0.04988222633448447,0.06486392307662597,0.048349410683566595,0.039025866313565104,0.07503783268457052
q63083,0.0221117427600991,0.027527257144023706,0.010747305850888489,0.0,0.0,0.011562672911241523,0.0,0.02048218289784062
o35381,0.0,0.02226537499126301,0.0,0.0,0.0,0.0,0.0,0.005371697271404367
q9wvi9,0.012995585118244815,0.0,0.0,0.0,0.00898114804336012,0.0,0.0,0.015107009192646277
q8vid6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019317102628505476
o08774,0.0,0.017664654161525652,0.0,0.0,0.0,0.0,0.0,0.017874645927348262
q62845,0.0,0.0,0.0,0.0,0.008983419067822209,0.0,0.0,0.0
q99lh2,0.0,0.00531175154295452,0.0,0.008901683430907002,0.005664334699903767,0.0,0.009657807686635253,0.0
q8c767,0.007968527005939006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01341,0.007964887156214063,0.013751293780371477,0.0,0.0,0.0,0.0,0.0,0.013915913984122195
o08709,0.021433257312102896,0.021781967818280255,0.0,0.0,0.0,0.0,0.0,0.02104258108275749
q61851,0.012997261590050286,0.005309848317699735,0.0,0.0,0.01705016222986588,0.0,0.0,0.005372091697266892
o88703,0.020352902396937007,0.02195179773527084,0.042698363684984565,0.016327644634090668,0.01645116224604689,0.0402744135571911,0.013684709375771532,0.029367284992656683
q6pdy2,0.04937437232343377,0.04262779661951739,0.041595565810408415,0.026619358552420525,0.06743848582914941,0.03393755622905512,0.017781726043314777,0.0231297658224554
p39429,0.029363869522311965,0.028808089766655172,0.005357262195910439,0.005587577806309142,0.0,0.0,0.0,0.022461650693250696
q62956,0.027918898502525328,0.032760087161634116,0.005327829330983227,0.01767680170658847,0.0202044599649633,0.0,0.02180073028744006,0.023628024642355847
p62494,0.005024976199773118,0.0,0.010775357492757922,0.0,0.008979338232043282,0.009179731245529971,0.0,0.0
q9jli3,0.04049192991953836,0.03601198200429682,0.03201562757858208,0.03119013958057287,0.03352523980853338,0.02846624074552074,0.02220439164966426,0.042714665621723914
q61079,0.005025802176649481,0.0,0.0,0.005615314271627642,0.0,0.0,0.006090753747812525,0.0
p25095,0.037800296162377026,0.03231069971070849,0.02232225713355398,0.025094564787204208,0.01643872497461872,0.011182349821076649,0.01369122646136519,0.04386547082359969
q9jmc1,0.0,0.0,0.008534945634779441,0.0,0.0,0.009180969070573867,0.0,0.0
p25446,0.07613173346151507,0.08003681559204667,0.032013023065052895,0.026644489088384272,0.028651168767474738,0.015460466239388074,0.012637257977434127,0.04942476355975509
q02858,0.04219190422033168,0.03086139506851551,0.010447720920613067,0.02096948050842525,0.028505660600496262,0.0,0.018892141100820766,0.0343616049473946
o54898,0.0,0.0,0.012513510592761793,0.0,0.005663692718335344,0.005789055392058648,0.0,0.010755933155529208
o54769,0.0,0.0,0.0,0.0,0.01133330758829273,0.0,0.0,0.018618679882571373
q9d0p7,0.021894130828907375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p55194,0.0,0.0,0.005384312722222133,0.0,0.0,0.0,0.0,0.0
q60972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005375165503292235
o35264,0.014124777816374157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q8cii9,0.017418536127333396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d3z4i3,0.0,0.018391500207358635,0.0,0.0,0.014648018211352008,0.0,0.0,0.021060470865651094
q61624,0.0,0.005312898803704174,0.0,0.0,0.0,0.0,0.0,0.0
o35437,0.034306560208636865,0.01754510384355556,0.012412111016602412,0.01676454533558161,0.021566854828145056,0.005739928011704736,0.012088679111154807,0.017771077305578677
p13011,0.011681952032391849,0.00531216682260394,0.0,0.0,0.0,0.0,0.0,0.0
q9qxs1,0.0,0.02481339335002374,0.02373902962778698,0.005597950936928291,0.0280467925901887,0.0,0.0,0.0
o89029,0.005026201565007075,0.005312819786091036,0.0,0.0,0.0,0.0,0.0,0.0
q9qus6,0.0,0.0,0.010771652380459124,0.0,0.0,0.011588866541706207,0.0,0.0
o70337,0.013008879495040959,0.0053119846420560885,0.0,0.0,0.0,0.0,0.0,0.0
q2tv84,0.007966948104249067,0.008421391186325212,0.0053839743212773595,0.0,0.0,0.0,0.0,0.0
q9wul8,0.007968094036777744,0.005312447985543691,0.0,0.0,0.0,0.0,0.0,0.008520178091264295
p09535,0.03543248393348712,0.030350592675192495,0.015680142289196022,0.02469460919100911,0.03895692335507535,0.01304262426751522,0.019755234675203168,0.03934683469921232
p97438,0.0,0.005312798401099133,0.0,0.0,0.0,0.0,0.0,0.005375076362287044
o08580,0.005025212097127971,0.01234876861207141,0.0,0.0,0.0,0.0,0.0,0.008520790215985391
q9r1v4,0.032644203864532276,0.03806808789064098,0.005295814810373052,0.01430792018676366,0.016753870320587356,0.0,0.0,0.02791260169410297
o88271,0.014125922853254883,0.0,0.0,0.013055792211842197,0.0,0.0,0.0,0.0
q05962,0.02989280636275938,0.03670360937508625,0.008426274438732274,0.020020033147211288,0.013001056434807735,0.0,0.0,0.024977551013481727
q91ye9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010753570316387509
p42859,0.08260013098475319,0.06272901066472436,0.06845920195143161,0.03774354345246872,0.03794906494949483,0.04234686477123447,0.031240423573184743,0.08532464036440543
q9z0j7,0.0288529145824694,0.033233347903027434,0.013778004649663481,0.02127940138991288,0.022585603893224386,0.0,0.02176434272436428,0.02903560172105856
o08850,0.01960601514875965,0.008385171979046917,0.026079354897243282,0.005591287117820213,0.0,0.028273187228680535,0.006064692254185838,0.019238585894150412
q9d6k5,0.0,0.0053125397682037305,0.0,0.0,0.008981054506867203,0.0,0.0,0.005374814697631689
q8ciw6,0.0,0.0,0.00853554029262994,0.0,0.0,0.0,0.0,0.005374886652492598
o88839,0.007965478957317496,0.012338503313225922,0.010770973683384845,0.0,0.005664104128889665,0.0,0.0,0.012483911733401314
q9d8y7,0.005026284920560202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p25023,0.014122198077656663,0.005309507576184187,0.005380926464806465,0.0,0.0,0.0,0.0,0.01865277704433559
q62401,0.007967136377284011,0.0053126405237716124,0.0,0.0,0.0,0.0,0.0,0.005374916634281719
q9jhl0,0.07326666013534675,0.03786297206720192,0.04428926790816423,0.03751119568703126,0.03800593880575641,0.03454527025211181,0.03065765349557205,0.041937934931912876
q62151,0.06442498622714564,0.054963750093226474,0.03147983412423058,0.03322155342547771,0.01920819044814118,0.005124349726977228,0.03437281579365683,0.03727068208851597
p84104,0.005024675178730848,0.010630322685668016,0.0,0.005614055080104745,0.0,0.0,0.0,0.018617280915268104
q8r0i0,0.042302022944517265,0.0632795829263142,0.03544317810599713,0.027588322516207336,0.020942178633189354,0.02012293205565339,0.02266713527144244,0.05915313622288535
q9z2y3,0.012998695841328073,0.005312505230591923,0.0,0.0,0.0,0.0,0.0,0.0
q80w57,0.027900654219174092,0.02769362885047725,0.021598395622906698,0.005583341225790532,0.017900766489526123,0.0,0.006056073596472588,0.019211245547804852
q5d1e7,0.025957535705536185,0.027954738594282838,0.015083860478065194,0.0,0.0,0.0,0.0,0.02243771922481429
q8bgi7,0.0,0.010628608400258158,0.0,0.0,0.0,0.0,0.0,0.0
q9d020,0.007966594932781363,0.0,0.012509361094695528,0.0,0.0,0.0,0.0,0.0
p14270,0.02461998907310512,0.025707820995576464,0.023429009358024742,0.005587227705442307,0.0,0.005761453413079015,0.0060602891380005935,0.022460243313586228
o08961,0.0,0.0,0.0,0.0,0.0056655139810392295,0.0,0.0,0.0
o08590,0.015092541291309951,0.015960926687109328,0.0,0.014540510855317695,0.00896755667939773,0.0,0.014176200159624543,0.005366736768540674
q8vct4,0.02544205832061139,0.015929873828369672,0.01934809092815416,0.0,0.0,0.0,0.0,0.008499788092041945
q00954,0.009826478781967603,0.010387629109705653,0.03695628195163966,0.0,0.01995881303739046,0.03621505926567995,0.0,0.024009803122079808
q70iv5,0.0,0.020219499672416017,0.019332380625846354,0.018652984366053442,0.027207466392593152,0.014948876879440591,0.0,0.022445441224320555
p38533,0.005024966501344661,0.013744195065699034,0.0,0.0,0.0,0.0,0.0,0.016137656262157175
o35732,0.023674498634984203,0.021643931335748937,0.02596001228882218,0.0,0.005607834415854607,0.0267555755289059,0.0,0.02509887896724835
q62866,0.011669289631016908,0.0,0.0,0.00889622870191288,0.019677791589462684,0.0,0.009651889623606294,0.0
q4u2r1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008520720726129158
p11505,0.015105564582277766,0.008419835120475542,0.0,0.0,0.0,0.0,0.0,0.0
q8bqs5,0.02944394025277655,0.025742949107420594,0.0,0.005587801136923183,0.0,0.0,0.0,0.018571488012279824
p15205,0.010057050112963662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p53368,0.01671963141777122,0.01595615811025866,0.0,0.0,0.005663284813268218,0.0,0.0,0.0
o35923,0.01299233176042344,0.024811282090666218,0.0,0.01578674529945673,0.0,0.0,0.0,0.0
q9wtq6,0.017430329718530327,0.013748186996008204,0.0,0.0,0.0,0.0,0.0,0.0
